container_id,timestamp,commodity,temperature,humidity,vibration,condition,date,hour,minute,temperature_min,temperature_max,humidity_min,humidity_max,temperature_deviation,humidity_deviation,temperature_risk_score,humidity_risk_score,vibration_risk_score,microclimate_risk_score,microclimate_risk,temperature_excursion,humidity_excursion,vibration_anomaly,exposure_minutes,exposure_multiplier,microclimate_severity,temperature_severity,humidity_severity,vibration_severity,spoilage_risk_score,spoilage_risk,spoilage_flag,market_price_per_kg,spoilage_value_factor,cargo_value,potential_spoilage_loss,opportunity_score,recommended_action,arbitrage_opportunity
CONT_001,2026-09-10 17:45:07.686388,Mango,11.72,89.28,0.15,NORMAL,2026-09-10,17,45,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0688912333333333,0.0068891233333333,0.0,0.0,0.0,0.0,0.07,Low,False,140,0.4,14000,3.92,0.1,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:45:11.819862,Tomato,11.73,92.55,0.09,NORMAL,2026-09-10,17,45,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.9898679833333334,0.0989867983333333,0.0,0.0,0.0,0.0,0.99,Low,False,60,0.3,6000,17.82,0.59,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:46:11.211941,Mango,19.45,100.0,0.48,ANOMALY,2026-09-10,17,46,10.0,13.0,85.0,90.0,6.45,10.0,1.0,0.5,0.6999999999999998,75.0,High,True,True,True,0.0333457,0.00333457,0.75,1.0,0.5,0.6999999999999998,68.28,High,True,140,0.4,14000,3823.68,95.59,PRIORITIZE_DELIVERY,True
CONT_001,2026-09-10 17:46:13.212683,Avocado,3.45,100.0,0.34,WARNING,2026-09-10,17,46,5.0,13.0,85.0,95.0,1.55,5.0,0.31,0.25,0.35,29.9,Medium,True,True,False,0.0333944666666666,0.0033394466666666,0.299,0.31,0.25,0.35,26.94,Medium,False,180,0.45,18000,2182.14,48.49,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:46:15.216351,Mango,10.23,89.88,0.16,NORMAL,2026-09-10,17,46,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0341568333333333,0.0034156833333333,0.0,0.0,0.0,0.0,0.03,Low,False,140,0.4,14000,1.68,0.04,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:46:17.265761,Banana,10.3,100.0,0.31,WARNING,2026-09-10,17,46,13.0,14.0,85.0,95.0,2.7,5.0,0.54,0.25,0.2749999999999999,37.22,Medium,True,True,False,0.0669176333333333,0.0066917633333333,0.3722,0.54,0.25,0.2749999999999999,34.12,Medium,False,70,0.35,7000,835.94,23.88,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:46:21.280819,Avocado,14.51,70.31,0.23,WARNING,2026-09-10,17,46,5.0,13.0,85.0,95.0,1.51,14.69,0.302,0.7344999999999999,0.075,39.66,Medium,True,True,False,0.20763765,0.020763765,0.3965999999999999,0.302,0.7344999999999999,0.075,35.86,Medium,False,180,0.45,18000,2904.66,64.55,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:46:33.739078,Mango,14.02,72.61,0.26,WARNING,2026-09-10,17,46,10.0,13.0,85.0,90.0,1.02,12.39,0.204,0.6195,0.15,33.59,Medium,True,True,False,0.4007375166666666,0.0400737516666666,0.3359,0.204,0.6195,0.15,30.39,Medium,False,140,0.4,14000,1701.84,42.55,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:46:57.783329,Tomato,10.97,91.62,0.09,NORMAL,2026-09-10,17,46,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.2046062,0.02046062,0.0,0.0,0.0,0.0,0.2,Low,False,60,0.3,6000,3.6,0.12,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:47:10.059701,Banana,9.55,70.71,0.48,ANOMALY,2026-09-10,17,47,13.0,14.0,85.0,95.0,3.45,14.29,0.6900000000000001,0.7144999999999999,0.6999999999999998,70.11,High,True,True,True,0.0681938166666666,0.0068193816666666,0.7011,0.6900000000000001,0.7144999999999999,0.6999999999999998,63.14,High,True,70,0.35,7000,1546.93,44.2,PRIORITIZE_DELIVERY,False
CONT_001,2026-09-10 17:47:14.151330,Tomato,10.53,86.25,0.19,NORMAL,2026-09-10,17,47,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0668004166666666,0.0066800416666666,0.0,0.0,0.0,0.0,0.07,Low,False,60,0.3,6000,1.26,0.04,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:47:18.159355,Tomato,14.53,100.0,0.25,WARNING,2026-09-10,17,47,10.0,12.0,85.0,95.0,2.53,5.0,0.506,0.25,0.1249999999999999,32.12,Medium,True,True,False,0.0333761166666666,0.0033376116666666,0.3212,0.506,0.25,0.1249999999999999,29.61,Medium,False,60,0.3,6000,532.98,17.77,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:47:20.161922,Mango,12.36,85.01,0.08,NORMAL,2026-09-10,17,47,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.1001585333333333,0.0100158533333333,0.0,0.0,0.0,0.0,0.1,Low,False,140,0.4,14000,5.6,0.14,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:47:26.171434,Mango,12.84,89.89,0.16,NORMAL,2026-09-10,17,47,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0668084166666666,0.0066808416666666,0.0,0.0,0.0,0.0,0.07,Low,False,140,0.4,14000,3.92,0.1,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:47:30.179939,Mango,10.69,85.46,0.14,NORMAL,2026-09-10,17,47,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.36738655,0.0367386549999999,0.0,0.0,0.0,0.0,0.37,Low,False,140,0.4,14000,20.72,0.52,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:47:52.223132,Tomato,11.31,94.27,0.06,NORMAL,2026-09-10,17,47,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.2536092833333333,0.0253609283333333,0.0,0.0,0.0,0.0,0.25,Low,False,60,0.3,6000,4.5,0.15,NORMAL_TRANSIT,False
CONT_001,2026-09-10 17:48:07.439689,Avocado,5.1,86.37,0.07,NORMAL,2026-09-10,17,48,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0333728333333333,0.0033372833333333,0.0,0.0,0.0,0.0,0.03,Low,False,180,0.45,18000,2.43,0.05,NORMAL_TRANSIT,False
