container_id,timestamp,commodity,temperature,humidity,vibration,condition,date,hour,minute,temperature_min,temperature_max,humidity_min,humidity_max,temperature_deviation,humidity_deviation,temperature_risk_score,humidity_risk_score,vibration_risk_score,microclimate_risk_score,microclimate_risk,temperature_excursion,humidity_excursion,vibration_anomaly
CONT_004,2026-09-10 17:40:05.299652,Mango,12.14,87.16,0.17,NORMAL,2026-09-10,17,40,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:40:07.003027,Avocado,7.24,94.16,0.14,NORMAL,2026-09-10,17,40,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:40:07.305376,Avocado,5.23,85.34,0.12,NORMAL,2026-09-10,17,40,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:40:09.010869,Avocado,10.34,88.73,0.14,NORMAL,2026-09-10,17,40,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_001,2026-09-10 17:40:09.358781,Tomato,11.85,85.11,0.1,NORMAL,2026-09-10,17,40,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:40:11.119646,Avocado,5.1,89.93,0.08,NORMAL,2026-09-10,17,40,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_001,2026-09-10 17:40:11.369546,Avocado,11.91,91.22,0.16,NORMAL,2026-09-10,17,40,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:40:13.125497,Banana,15.15,62.33,0.3,WARNING,2026-09-10,17,40,13.0,14.0,85.0,95.0,1.15,22.67,0.22999999999999998,1.0,0.24999999999999994,50.45,Medium,True,True,False
CONT_001,2026-09-10 17:40:13.372836,Tomato,10.04,89.86,0.08,NORMAL,2026-09-10,17,40,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:40:15.135132,Mango,10.52,85.05,0.15,NORMAL,2026-09-10,17,40,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:40:15.375357,Banana,13.02,87.48,0.19,NORMAL,2026-09-10,17,40,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:40:17.141659,Tomato,10.82,85.26,0.06,NORMAL,2026-09-10,17,40,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_001,2026-09-10 17:40:17.379922,Tomato,10.26,92.72,0.06,NORMAL,2026-09-10,17,40,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:40:19.144232,Tomato,10.27,92.48,0.1,NORMAL,2026-09-10,17,40,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:40:19.383720,Tomato,16.07,65.47,0.39,ANOMALY,2026-09-10,17,40,10.0,12.0,85.0,95.0,4.07,19.53,0.8140000000000001,0.9765,0.475,78.61,High,True,True,True
CONT_003,2026-09-10 17:40:21.147474,Tomato,10.4,85.93,0.13,NORMAL,2026-09-10,17,40,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:40:21.386571,Tomato,10.01,93.17,0.07,NORMAL,2026-09-10,17,40,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:40:23.150652,Avocado,11.91,87.51,0.11,NORMAL,2026-09-10,17,40,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:40:23.389076,Tomato,10.32,89.71,0.06,NORMAL,2026-09-10,17,40,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:40:25.153796,Banana,13.95,86.61,0.14,NORMAL,2026-09-10,17,40,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:40:25.392403,Banana,13.01,90.54,0.07,NORMAL,2026-09-10,17,40,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:40:27.156948,Avocado,7.72,91.17,0.2,NORMAL,2026-09-10,17,40,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:40:27.395287,Banana,16.64,72.43,0.29,WARNING,2026-09-10,17,40,13.0,14.0,85.0,95.0,2.64,12.57,0.528,0.6285000000000001,0.22499999999999992,48.74,Medium,True,True,False
CONT_002,2026-09-10 17:40:29.162115,Mango,10.55,86.9,0.06,NORMAL,2026-09-10,17,40,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:40:29.402365,Avocado,8.1,87.14,0.1,NORMAL,2026-09-10,17,40,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:40:31.353149,Avocado,-1.92,63.09,0.48,ANOMALY,2026-09-10,17,40,5.0,13.0,85.0,95.0,6.92,21.91,1.0,1.0,0.6999999999999998,92.5,Critical,True,True,True
CONT_003,2026-09-10 17:40:31.409843,Mango,11.73,85.02,0.14,NORMAL,2026-09-10,17,40,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:40:33.354975,Avocado,10.9,89.17,0.06,NORMAL,2026-09-10,17,40,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:40:33.428772,Tomato,11.78,87.05,0.07,NORMAL,2026-09-10,17,40,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:40:35.392603,Banana,13.38,90.41,0.1,NORMAL,2026-09-10,17,40,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:40:35.623750,Banana,13.77,85.84,0.14,NORMAL,2026-09-10,17,40,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:40:37.528779,Mango,10.18,86.75,0.17,NORMAL,2026-09-10,17,40,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:40:37.985506,Avocado,10.67,85.9,0.19,NORMAL,2026-09-10,17,40,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_001,2026-09-10 17:40:39.775992,Mango,11.08,86.35,0.11,NORMAL,2026-09-10,17,40,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:40:40.011047,Avocado,5.76,91.84,0.1,NORMAL,2026-09-10,17,40,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_001,2026-09-10 17:40:41.900585,Mango,4.03,72.37,0.54,ANOMALY,2026-09-10,17,40,10.0,13.0,85.0,90.0,5.97,12.63,1.0,0.6315000000000001,0.85,83.35,Critical,True,True,True
CONT_001,2026-09-10 17:40:42.061046,Tomato,11.63,85.72,0.08,NORMAL,2026-09-10,17,40,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:40:43.903750,Banana,15.67,100.0,0.2,WARNING,2026-09-10,17,40,13.0,14.0,85.0,95.0,1.67,5.0,0.33399999999999996,0.25,0.0,22.11,Low,True,True,False
CONT_001,2026-09-10 17:40:44.195004,Avocado,8.73,87.53,0.19,NORMAL,2026-09-10,17,40,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_001,2026-09-10 17:40:45.908386,Mango,11.48,85.05,0.19,NORMAL,2026-09-10,17,40,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:40:46.375099,Mango,18.33,100.0,0.35,ANOMALY,2026-09-10,17,40,10.0,13.0,85.0,90.0,5.33,10.0,1.0,0.5,0.3749999999999999,66.88,High,True,True,False
CONT_002,2026-09-10 17:40:48.354105,Banana,18.68,100.0,0.37,ANOMALY,2026-09-10,17,40,13.0,14.0,85.0,95.0,4.68,5.0,0.9359999999999999,0.25,0.42499999999999993,56.81,Medium,True,True,True
CONT_002,2026-09-10 17:40:48.387849,Avocado,3.58,63.99,0.21,WARNING,2026-09-10,17,40,5.0,13.0,85.0,95.0,1.42,21.01,0.284,1.0,0.024999999999999953,46.98,Medium,True,True,False
CONT_004,2026-09-10 17:40:50.372744,Mango,11.29,87.71,0.07,NORMAL,2026-09-10,17,40,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:40:50.414253,Avocado,5.15,85.07,0.05,NORMAL,2026-09-10,17,40,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:40:52.378243,Avocado,2.48,100.0,0.2,WARNING,2026-09-10,17,40,5.0,13.0,85.0,95.0,2.52,5.0,0.504,0.25,0.0,28.91,Medium,True,True,False
CONT_005,2026-09-10 17:40:52.418578,Tomato,10.35,90.86,0.17,NORMAL,2026-09-10,17,40,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:40:54.387623,Banana,13.39,86.64,0.08,NORMAL,2026-09-10,17,40,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:40:54.421271,Avocado,17.81,62.32,0.38,ANOMALY,2026-09-10,17,40,5.0,13.0,85.0,95.0,4.81,22.68,0.962,1.0,0.44999999999999996,84.73,Critical,True,True,True
CONT_004,2026-09-10 17:40:56.746954,Banana,10.83,100.0,0.3,WARNING,2026-09-10,17,40,13.0,14.0,85.0,95.0,2.17,5.0,0.434,0.25,0.24999999999999994,32.36,Medium,True,True,False
CONT_002,2026-09-10 17:40:56.746527,Tomato,10.04,90.16,0.07,NORMAL,2026-09-10,17,40,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:41:00.094592,Avocado,12.33,86.89,0.18,NORMAL,2026-09-10,17,41,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:41:00.188032,Mango,5.33,61.89,0.58,ANOMALY,2026-09-10,17,41,10.0,13.0,85.0,90.0,4.67,23.11,0.9339999999999999,1.0,0.9499999999999998,96.11,Critical,True,True,True
CONT_001,2026-09-10 17:41:02.288346,Mango,10.02,85.21,0.09,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:41:02.301712,Tomato,11.7,92.15,0.12,NORMAL,2026-09-10,17,41,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:41:04.307125,Avocado,16.14,100.0,0.45,ANOMALY,2026-09-10,17,41,5.0,13.0,85.0,95.0,3.14,5.0,0.628,0.25,0.625,49.5,Medium,True,True,True
CONT_005,2026-09-10 17:41:04.310307,Banana,13.77,93.71,0.07,NORMAL,2026-09-10,17,41,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:41:06.313710,Tomato,10.41,85.73,0.18,NORMAL,2026-09-10,17,41,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:41:06.318414,Banana,13.45,92.89,0.06,NORMAL,2026-09-10,17,41,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:41:08.319931,Mango,10.24,89.35,0.13,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:41:08.321458,Mango,11.0,88.5,0.17,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:41:10.323341,Tomato,3.06,63.43,0.45,ANOMALY,2026-09-10,17,41,10.0,12.0,85.0,95.0,6.94,21.57,1.0,1.0,0.625,90.62,Critical,True,True,True
CONT_003,2026-09-10 17:41:10.327108,Mango,11.42,88.6,0.17,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:41:12.383474,Tomato,11.94,94.97,0.06,NORMAL,2026-09-10,17,41,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:41:12.385159,Tomato,11.87,91.26,0.12,NORMAL,2026-09-10,17,41,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:41:14.392325,Banana,10.09,100.0,0.34,WARNING,2026-09-10,17,41,13.0,14.0,85.0,95.0,2.91,5.0,0.5820000000000001,0.25,0.35000000000000003,40.78,Medium,True,True,False
CONT_004,2026-09-10 17:41:14.502802,Avocado,17.23,63.93,0.59,ANOMALY,2026-09-10,17,41,5.0,13.0,85.0,95.0,4.23,21.07,0.8460000000000001,1.0,0.9749999999999999,93.22,Critical,True,True,True
CONT_003,2026-09-10 17:41:16.395039,Banana,9.45,69.03,0.39,ANOMALY,2026-09-10,17,41,13.0,14.0,85.0,95.0,3.55,15.97,0.71,0.7985,0.475,68.22,High,True,True,True
CONT_004,2026-09-10 17:41:16.506757,Avocado,12.96,94.18,0.16,NORMAL,2026-09-10,17,41,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:41:18.399561,Avocado,2.7,100.0,0.26,WARNING,2026-09-10,17,41,5.0,13.0,85.0,95.0,2.3,5.0,0.45999999999999996,0.25,0.15,30.9,Medium,True,True,False
CONT_002,2026-09-10 17:41:18.509680,Mango,7.9,65.63,0.33,WARNING,2026-09-10,17,41,10.0,13.0,85.0,90.0,2.1,19.37,0.42000000000000004,0.9685,0.325,58.82,Medium,True,True,False
CONT_005,2026-09-10 17:41:20.483556,Mango,12.39,88.56,0.16,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:41:20.602789,Tomato,11.4,86.65,0.09,NORMAL,2026-09-10,17,41,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:41:22.619088,Tomato,11.36,91.37,0.15,NORMAL,2026-09-10,17,41,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:41:22.622558,Mango,12.6,89.98,0.12,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:41:24.621712,Mango,12.12,88.04,0.17,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:41:24.626030,Mango,10.96,88.11,0.15,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:41:26.624334,Avocado,9.8,91.1,0.06,NORMAL,2026-09-10,17,41,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:41:26.628290,Mango,10.38,89.19,0.15,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_001,2026-09-10 17:41:28.626624,Avocado,5.25,92.05,0.2,NORMAL,2026-09-10,17,41,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:41:28.631942,Avocado,12.55,94.59,0.12,NORMAL,2026-09-10,17,41,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:41:30.634146,Tomato,11.44,87.1,0.05,NORMAL,2026-09-10,17,41,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:41:30.630207,Tomato,11.3,87.35,0.09,NORMAL,2026-09-10,17,41,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_001,2026-09-10 17:41:32.639913,Avocado,8.11,90.35,0.19,NORMAL,2026-09-10,17,41,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:41:32.639913,Avocado,9.89,85.1,0.17,NORMAL,2026-09-10,17,41,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:41:34.644323,Banana,13.54,88.84,0.11,NORMAL,2026-09-10,17,41,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:41:34.647312,Tomato,7.92,68.52,0.29,WARNING,2026-09-10,17,41,10.0,12.0,85.0,95.0,2.08,16.48,0.41600000000000004,0.8240000000000001,0.22499999999999992,51.1,Medium,True,True,False
CONT_005,2026-09-10 17:41:36.653925,Mango,5.2,68.88,0.55,ANOMALY,2026-09-10,17,41,10.0,13.0,85.0,90.0,4.8,16.12,0.96,0.806,0.875,88.48,Critical,True,True,True
CONT_004,2026-09-10 17:41:36.656423,Banana,7.41,73.75,0.4,ANOMALY,2026-09-10,17,41,13.0,14.0,85.0,95.0,5.59,11.25,1.0,0.5625,0.5,72.19,High,True,True,True
CONT_003,2026-09-10 17:41:38.661305,Banana,9.68,100.0,0.46,ANOMALY,2026-09-10,17,41,13.0,14.0,85.0,95.0,3.32,5.0,0.6639999999999999,0.25,0.65,51.56,Medium,True,True,True
CONT_003,2026-09-10 17:41:38.666770,Avocado,17.56,67.05,0.47,ANOMALY,2026-09-10,17,41,5.0,13.0,85.0,95.0,4.56,17.95,0.9119999999999999,0.8975,0.6749999999999998,84.77,Critical,True,True,True
CONT_001,2026-09-10 17:41:40.668528,Mango,11.47,89.87,0.17,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_002,2026-09-10 17:41:40.673081,Mango,10.86,87.8,0.15,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_001,2026-09-10 17:41:42.672806,Tomato,10.67,93.77,0.11,NORMAL,2026-09-10,17,41,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:41:42.677904,Tomato,6.7,100.0,0.46,ANOMALY,2026-09-10,17,41,10.0,12.0,85.0,95.0,3.3,5.0,0.6599999999999999,0.25,0.65,51.4,Medium,True,True,True
CONT_003,2026-09-10 17:41:44.677012,Tomato,3.89,100.0,0.56,ANOMALY,2026-09-10,17,41,10.0,12.0,85.0,95.0,6.11,5.0,1.0,0.25,0.9,71.25,High,True,True,True
CONT_004,2026-09-10 17:41:44.685915,Mango,11.71,88.08,0.17,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:41:46.683242,Avocado,16.12,100.0,0.46,ANOMALY,2026-09-10,17,41,5.0,13.0,85.0,95.0,3.12,5.0,0.624,0.25,0.65,49.96,Medium,True,True,True
CONT_002,2026-09-10 17:41:46.689492,Mango,12.0,88.09,0.06,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_001,2026-09-10 17:41:48.687258,Mango,12.41,89.67,0.18,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_004,2026-09-10 17:41:48.697329,Tomato,10.63,92.62,0.15,NORMAL,2026-09-10,17,41,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_005,2026-09-10 17:41:50.982247,Mango,12.72,88.74,0.13,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_003,2026-09-10 17:41:50.694212,Banana,13.15,88.95,0.17,NORMAL,2026-09-10,17,41,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False
CONT_001,2026-09-10 17:41:53.001525,Tomato,14.4,67.92,0.25,WARNING,2026-09-10,17,41,10.0,12.0,85.0,95.0,2.4,17.08,0.48,0.8539999999999999,0.12499999999999997,52.21,Medium,True,True,False
