container_id,timestamp,commodity,temperature,humidity,vibration,condition,date,hour,minute,temperature_min,temperature_max,humidity_min,humidity_max,temperature_deviation,humidity_deviation,temperature_risk_score,humidity_risk_score,vibration_risk_score,microclimate_risk_score,microclimate_risk,temperature_excursion,humidity_excursion,vibration_anomaly,exposure_minutes,exposure_multiplier,microclimate_severity,temperature_severity,humidity_severity,vibration_severity,spoilage_risk_score,spoilage_risk,spoilage_flag
CONT_001,2026-09-10 17:40:39.775992,Mango,11.08,86.35,0.11,NORMAL,2026-09-10,17,40,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.03540988333333333,0.003540988333333333,0.0,0.0,0.0,0.0,0.04,Low,False
CONT_001,2026-09-10 17:40:41.900585,Mango,4.03,72.37,0.54,ANOMALY,2026-09-10,17,40,10.0,13.0,85.0,90.0,5.97,12.63,1.0,0.6315000000000001,0.85,83.35,Critical,True,True,True,0.00267435,0.000267435,0.8334999999999999,1.0,0.6315000000000001,0.85,75.48,High,True
CONT_001,2026-09-10 17:40:42.061046,Tomato,11.63,85.72,0.08,NORMAL,2026-09-10,17,40,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.035565966666666664,0.0035565966666666663,0.0,0.0,0.0,0.0,0.04,Low,False
CONT_001,2026-09-10 17:40:44.195004,Avocado,8.73,87.53,0.19,NORMAL,2026-09-10,17,40,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.028556366666666666,0.0028556366666666667,0.0,0.0,0.0,0.0,0.03,Low,False
CONT_001,2026-09-10 17:40:45.908386,Mango,11.48,85.05,0.19,NORMAL,2026-09-10,17,40,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.2729993333333333,0.02729993333333333,0.0,0.0,0.0,0.0,0.27,Low,False
CONT_001,2026-09-10 17:41:02.288346,Mango,10.02,85.21,0.09,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.4389713,0.04389713,0.0,0.0,0.0,0.0,0.44,Low,False
CONT_001,2026-09-10 17:41:28.626624,Avocado,5.25,92.05,0.2,NORMAL,2026-09-10,17,41,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.06688815000000001,0.006688815000000001,0.0,0.0,0.0,0.0,0.07,Low,False
CONT_001,2026-09-10 17:41:32.639913,Avocado,8.11,90.35,0.19,NORMAL,2026-09-10,17,41,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.13381025,0.013381025,0.0,0.0,0.0,0.0,0.13,Low,False
CONT_001,2026-09-10 17:41:40.668528,Mango,11.47,89.87,0.17,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.03340463333333333,0.003340463333333333,0.0,0.0,0.0,0.0,0.03,Low,False
CONT_001,2026-09-10 17:41:42.672806,Tomato,10.67,93.77,0.11,NORMAL,2026-09-10,17,41,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.10024086666666668,0.010024086666666668,0.0,0.0,0.0,0.0,0.1,Low,False
CONT_001,2026-09-10 17:41:48.687258,Mango,12.41,89.67,0.18,NORMAL,2026-09-10,17,41,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.07190445,0.007190444999999999,0.0,0.0,0.0,0.0,0.07,Low,False
CONT_001,2026-09-10 17:41:53.001525,Tomato,14.4,67.92,0.25,WARNING,2026-09-10,17,41,10.0,12.0,85.0,95.0,2.4,17.08,0.48,0.8539999999999999,0.1249999999999999,52.21,Medium,True,True,False,0.20298568333333333,0.020298568333333333,0.5221,0.48,0.8539999999999999,0.1249999999999999,47.36,Medium,False
CONT_001,2026-09-10 17:42:05.180666,Avocado,11.71,89.09,0.18,NORMAL,2026-09-10,17,42,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.20048153333333335,0.020048153333333336,0.0,0.0,0.0,0.0,0.2,Low,False
CONT_001,2026-09-10 17:42:17.209558,Tomato,10.64,86.5,0.2,NORMAL,2026-09-10,17,42,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.033582,0.0033582,0.0,0.0,0.0,0.0,0.03,Low,False
CONT_001,2026-09-10 17:42:19.224478,Mango,12.6,87.92,0.11,NORMAL,2026-09-10,17,42,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.03339975,0.003339975,0.0,0.0,0.0,0.0,0.03,Low,False
CONT_001,2026-09-10 17:42:21.228463,Tomato,11.92,85.43,0.15,NORMAL,2026-09-10,17,42,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.10062636666666666,0.010062636666666666,0.0,0.0,0.0,0.0,0.1,Low,False
CONT_001,2026-09-10 17:42:27.266045,Avocado,10.27,85.47,0.13,NORMAL,2026-09-10,17,42,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.06682041666666666,0.006682041666666666,0.0,0.0,0.0,0.0,0.07,Low,False
CONT_001,2026-09-10 17:42:31.275270,Avocado,10.58,91.09,0.11,NORMAL,2026-09-10,17,42,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,2.2133333333333334e-05,2.2133333333333335e-06,0.0,0.0,0.0,0.0,0.0,Low,False
CONT_001,2026-09-10 17:42:31.276598,Banana,18.97,100.0,0.45,ANOMALY,2026-09-10,17,42,13.0,14.0,85.0,95.0,4.97,5.0,0.994,0.25,0.625,64.13,High,True,True,True,0.033439533333333334,0.0033439533333333334,0.6413,0.994,0.25,0.625,58.77,Medium,False
CONT_001,2026-09-10 17:42:33.282970,Tomato,11.18,93.24,0.16,NORMAL,2026-09-10,17,42,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.20040708333333335,0.020040708333333334,0.0,0.0,0.0,0.0,0.2,Low,False
CONT_001,2026-09-10 17:42:45.307395,Mango,12.51,88.64,0.12,NORMAL,2026-09-10,17,42,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.17270361666666664,0.017270361666666664,0.0,0.0,0.0,0.0,0.17,Low,False
CONT_001,2026-09-10 17:42:55.669612,Mango,11.3,87.45,0.05,NORMAL,2026-09-10,17,42,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,6.783333333333334e-06,6.783333333333334e-07,0.0,0.0,0.0,0.0,0.0,Low,False
CONT_001,2026-09-10 17:42:55.670019,Avocado,5.95,88.03,0.17,NORMAL,2026-09-10,17,42,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.1378298,0.01378298,0.0,0.0,0.0,0.0,0.14,Low,False
CONT_001,2026-09-10 17:43:03.939807,Tomato,13.31,100.0,0.28,WARNING,2026-09-10,17,43,10.0,12.0,85.0,95.0,1.31,5.0,0.262,0.25,0.2,24.23,Low,True,True,False,0.34803985,0.034803984999999996,0.24230000000000002,0.262,0.25,0.2,22.24,Low,False
CONT_001,2026-09-10 17:43:24.822198,Tomato,11.88,87.58,0.06,NORMAL,2026-09-10,17,43,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.10222221666666667,0.010222221666666666,0.0,0.0,0.0,0.0,0.1,Low,False
CONT_001,2026-09-10 17:43:30.955531,Tomato,11.28,91.27,0.15,NORMAL,2026-09-10,17,43,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.36811286666666665,0.036811286666666665,0.0,0.0,0.0,0.0,0.37,Low,False
CONT_001,2026-09-10 17:43:53.042303,Tomato,7.19,100.0,0.32,WARNING,2026-09-10,17,43,10.0,12.0,85.0,95.0,2.81,5.0,0.562,0.25,0.3,38.73,Medium,True,True,False,0.005216299999999999,0.0005216299999999999,0.3873,0.562,0.25,0.3,35.42,Medium,False
CONT_001,2026-09-10 17:43:53.355281,Avocado,10.61,85.58,0.15,NORMAL,2026-09-10,17,43,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.033377816666666664,0.0033377816666666665,0.0,0.0,0.0,0.0,0.03,Low,False
CONT_001,2026-09-10 17:43:55.357950,Avocado,7.31,87.11,0.06,NORMAL,2026-09-10,17,43,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.061600166666666664,0.006160016666666666,0.0,0.0,0.0,0.0,0.06,Low,False
CONT_001,2026-09-10 17:43:59.053960,Banana,13.21,88.79,0.05,NORMAL,2026-09-10,17,43,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.13565111666666668,0.013565111666666668,0.0,0.0,0.0,0.0,0.14,Low,False
CONT_001,2026-09-10 17:44:07.193027,Banana,17.75,100.0,0.38,ANOMALY,2026-09-10,17,44,13.0,14.0,85.0,95.0,3.75,5.0,0.75,0.25,0.4499999999999999,50.0,Medium,True,True,True,0.13878274999999998,0.013878274999999999,0.5,0.75,0.25,0.4499999999999999,45.89,Medium,False
CONT_001,2026-09-10 17:44:15.519992,Tomato,10.4,93.95,0.13,NORMAL,2026-09-10,17,44,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.033396633333333335,0.0033396633333333337,0.0,0.0,0.0,0.0,0.03,Low,False
CONT_001,2026-09-10 17:44:17.523790,Tomato,8.85,100.0,0.26,WARNING,2026-09-10,17,44,10.0,12.0,85.0,95.0,1.15,5.0,0.2299999999999999,0.25,0.15,21.7,Low,True,True,False,0.03342241666666667,0.003342241666666667,0.217,0.2299999999999999,0.25,0.15,19.65,Low,False
CONT_001,2026-09-10 17:44:19.529135,Banana,13.01,92.83,0.13,NORMAL,2026-09-10,17,44,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.19722730000000002,0.01972273,0.0,0.0,0.0,0.0,0.2,Low,False
CONT_001,2026-09-10 17:44:31.362773,Banana,7.15,100.0,0.52,ANOMALY,2026-09-10,17,44,13.0,14.0,85.0,95.0,5.85,5.0,1.0,0.25,0.7999999999999999,68.75,High,True,True,True,0.06679551666666667,0.006679551666666667,0.6875,1.0,0.25,0.7999999999999999,62.75,High,True
CONT_001,2026-09-10 17:44:35.370504,Tomato,11.29,88.18,0.1,NORMAL,2026-09-10,17,44,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.037215450000000004,0.0037215450000000006,0.0,0.0,0.0,0.0,0.04,Low,False
CONT_001,2026-09-10 17:44:37.603431,Avocado,8.69,93.65,0.12,NORMAL,2026-09-10,17,44,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.10025131666666667,0.010025131666666668,0.0,0.0,0.0,0.0,0.1,Low,False
CONT_001,2026-09-10 17:44:43.618510,Avocado,-1.98,100.0,0.46,ANOMALY,2026-09-10,17,44,5.0,13.0,85.0,95.0,6.98,5.0,1.0,0.25,0.65,65.0,High,True,True,True,0.030163150000000003,0.0030163150000000003,0.65,1.0,0.25,0.65,59.53,Medium,False
CONT_001,2026-09-10 17:44:45.428299,Banana,13.29,94.97,0.19,NORMAL,2026-09-10,17,44,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.03693495,0.003693495,0.0,0.0,0.0,0.0,0.04,Low,False
CONT_001,2026-09-10 17:44:47.644396,Banana,13.97,91.96,0.17,NORMAL,2026-09-10,17,44,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0298218,0.00298218,0.0,0.0,0.0,0.0,0.03,Low,False
CONT_001,2026-09-10 17:44:49.433704,Banana,9.39,72.64,0.42,ANOMALY,2026-09-10,17,44,13.0,14.0,85.0,95.0,3.61,12.36,0.722,0.618,0.5499999999999999,64.26,High,True,True,True,0.03338658333333333,0.003338658333333333,0.6426000000000001,0.722,0.618,0.5499999999999999,58.16,Medium,False
CONT_001,2026-09-10 17:44:51.436899,Mango,12.81,85.87,0.12,NORMAL,2026-09-10,17,44,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.0035872166666666666,0.00035872166666666664,0.0,0.0,0.0,0.0,0.0,Low,False
CONT_001,2026-09-10 17:44:51.652132,Avocado,15.82,100.0,0.26,WARNING,2026-09-10,17,44,5.0,13.0,85.0,95.0,2.82,5.0,0.564,0.25,0.15,35.06,Medium,True,True,False,0.06319156666666667,0.0063191566666666674,0.3506,0.564,0.25,0.15,32.37,Medium,False
CONT_001,2026-09-10 17:44:55.443626,Tomato,4.08,68.63,0.45,ANOMALY,2026-09-10,17,44,10.0,12.0,85.0,95.0,5.92,16.37,1.0,0.8185,0.625,84.27,Critical,True,True,True,0.10015505,0.010015505,0.8427,1.0,0.8185,0.625,76.55,High,True
CONT_001,2026-09-10 17:45:01.452929,Avocado,10.65,90.24,0.19,NORMAL,2026-09-10,17,45,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.003673983333333333,0.00036739833333333333,0.0,0.0,0.0,0.0,0.0,Low,False
CONT_001,2026-09-10 17:45:01.673368,Avocado,14.71,68.08,0.23,WARNING,2026-09-10,17,45,5.0,13.0,85.0,95.0,1.71,16.92,0.3419999999999999,0.8460000000000001,0.075,45.17,Medium,True,True,False,0.0667999,0.006679989999999999,0.4517,0.3419999999999999,0.8460000000000001,0.075,40.67,Medium,False
CONT_001,2026-09-10 17:45:05.681362,Avocado,15.42,100.0,0.27,WARNING,2026-09-10,17,45,5.0,13.0,85.0,95.0,2.42,5.0,0.484,0.25,0.175,32.48,Medium,True,True,False,0.0334171,0.00334171,0.3248,0.484,0.25,0.175,29.83,Medium,False
CONT_001,2026-09-10 17:45:07.686388,Mango,11.72,89.28,0.15,NORMAL,2026-09-10,17,45,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.06889123333333333,0.006889123333333333,0.0,0.0,0.0,0.0,0.07,Low,False
CONT_001,2026-09-10 17:45:11.819862,Tomato,11.73,92.55,0.09,NORMAL,2026-09-10,17,45,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.9898679833333334,0.09898679833333333,0.0,0.0,0.0,0.0,0.99,Low,False
CONT_001,2026-09-10 17:46:11.211941,Mango,19.45,100.0,0.48,ANOMALY,2026-09-10,17,46,10.0,13.0,85.0,90.0,6.45,10.0,1.0,0.5,0.6999999999999998,75.0,High,True,True,True,0.0333457,0.00333457,0.75,1.0,0.5,0.6999999999999998,68.28,High,True
CONT_001,2026-09-10 17:46:13.212683,Avocado,3.45,100.0,0.34,WARNING,2026-09-10,17,46,5.0,13.0,85.0,95.0,1.55,5.0,0.31,0.25,0.35,29.9,Medium,True,True,False,0.033394466666666664,0.0033394466666666666,0.299,0.31,0.25,0.35,26.94,Medium,False
CONT_001,2026-09-10 17:46:15.216351,Mango,10.23,89.88,0.16,NORMAL,2026-09-10,17,46,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.03415683333333333,0.0034156833333333332,0.0,0.0,0.0,0.0,0.03,Low,False
CONT_001,2026-09-10 17:46:17.265761,Banana,10.3,100.0,0.31,WARNING,2026-09-10,17,46,13.0,14.0,85.0,95.0,2.7,5.0,0.54,0.25,0.2749999999999999,37.22,Medium,True,True,False,0.06691763333333332,0.006691763333333332,0.3722,0.54,0.25,0.2749999999999999,34.12,Medium,False
CONT_001,2026-09-10 17:46:21.280819,Avocado,14.51,70.31,0.23,WARNING,2026-09-10,17,46,5.0,13.0,85.0,95.0,1.51,14.69,0.302,0.7344999999999999,0.075,39.66,Medium,True,True,False,0.20763765,0.020763765,0.39659999999999995,0.302,0.7344999999999999,0.075,35.86,Medium,False
CONT_001,2026-09-10 17:46:33.739078,Mango,14.02,72.61,0.26,WARNING,2026-09-10,17,46,10.0,13.0,85.0,90.0,1.02,12.39,0.204,0.6195,0.15,33.59,Medium,True,True,False,0.4007375166666666,0.040073751666666664,0.33590000000000003,0.204,0.6195,0.15,30.39,Medium,False
CONT_001,2026-09-10 17:46:57.783329,Tomato,10.97,91.62,0.09,NORMAL,2026-09-10,17,46,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.20460620000000002,0.020460620000000002,0.0,0.0,0.0,0.0,0.2,Low,False
CONT_001,2026-09-10 17:47:10.059701,Banana,9.55,70.71,0.48,ANOMALY,2026-09-10,17,47,13.0,14.0,85.0,95.0,3.45,14.29,0.6900000000000001,0.7144999999999999,0.6999999999999998,70.11,High,True,True,True,0.06819381666666667,0.006819381666666667,0.7011,0.6900000000000001,0.7144999999999999,0.6999999999999998,63.14,High,True
CONT_001,2026-09-10 17:47:14.151330,Tomato,10.53,86.25,0.19,NORMAL,2026-09-10,17,47,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.06680041666666667,0.006680041666666667,0.0,0.0,0.0,0.0,0.07,Low,False
CONT_001,2026-09-10 17:47:18.159355,Tomato,14.53,100.0,0.25,WARNING,2026-09-10,17,47,10.0,12.0,85.0,95.0,2.53,5.0,0.506,0.25,0.1249999999999999,32.12,Medium,True,True,False,0.033376116666666664,0.003337611666666666,0.3212,0.506,0.25,0.1249999999999999,29.61,Medium,False
CONT_001,2026-09-10 17:47:20.161922,Mango,12.36,85.01,0.08,NORMAL,2026-09-10,17,47,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.10015853333333333,0.010015853333333333,0.0,0.0,0.0,0.0,0.1,Low,False
CONT_001,2026-09-10 17:47:26.171434,Mango,12.84,89.89,0.16,NORMAL,2026-09-10,17,47,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.06680841666666668,0.006680841666666668,0.0,0.0,0.0,0.0,0.07,Low,False
CONT_001,2026-09-10 17:47:30.179939,Mango,10.69,85.46,0.14,NORMAL,2026-09-10,17,47,10.0,13.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.36738655,0.036738654999999995,0.0,0.0,0.0,0.0,0.37,Low,False
CONT_001,2026-09-10 17:47:52.223132,Tomato,11.31,94.27,0.06,NORMAL,2026-09-10,17,47,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.2536092833333333,0.02536092833333333,0.0,0.0,0.0,0.0,0.25,Low,False
CONT_001,2026-09-10 17:48:07.439689,Avocado,5.1,86.37,0.07,NORMAL,2026-09-10,17,48,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.03337283333333333,0.003337283333333333,0.0,0.0,0.0,0.0,0.03,Low,False
CONT_001,2026-09-10 17:48:09.442059,Avocado,2.62,100.0,0.31,WARNING,2026-09-10,17,48,5.0,13.0,85.0,95.0,2.38,5.0,0.476,0.25,0.2749999999999999,34.66,Medium,True,True,False,0.033369949999999995,0.0033369949999999997,0.34659999999999996,0.476,0.25,0.2749999999999999,31.65,Medium,False
CONT_001,2026-09-10 17:48:11.444256,Tomato,11.25,87.76,0.2,NORMAL,2026-09-10,17,48,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.06705946666666666,0.006705946666666666,0.0,0.0,0.0,0.0,0.07,Low,False
CONT_001,2026-09-10 17:48:15.467824,Avocado,7.61,85.21,0.09,NORMAL,2026-09-10,17,48,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.42166603333333336,0.04216660333333334,0.0,0.0,0.0,0.0,0.42,Low,False
CONT_001,2026-09-10 17:48:40.767786,Tomato,14.81,66.14,0.27,WARNING,2026-09-10,17,48,10.0,12.0,85.0,95.0,2.81,18.86,0.562,0.943,0.175,59.86,Medium,True,True,False,0.13594255000000002,0.013594255000000003,0.5986,0.562,0.943,0.175,54.21,Medium,False
CONT_001,2026-09-10 17:48:48.924339,Banana,13.24,90.4,0.15,NORMAL,2026-09-10,17,48,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.06677583333333333,0.006677583333333332,0.0,0.0,0.0,0.0,0.07,Low,False
CONT_001,2026-09-10 17:48:52.930889,Tomato,11.63,87.58,0.2,NORMAL,2026-09-10,17,48,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.06682790000000001,0.006682790000000001,0.0,0.0,0.0,0.0,0.07,Low,False
CONT_001,2026-09-10 17:48:56.940563,Tomato,10.03,90.46,0.16,NORMAL,2026-09-10,17,48,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.033380316666666666,0.0033380316666666667,0.0,0.0,0.0,0.0,0.03,Low,False
CONT_001,2026-09-10 17:48:58.943382,Tomato,14.45,65.14,0.24,WARNING,2026-09-10,17,48,10.0,12.0,85.0,95.0,2.45,19.86,0.49,0.993,0.0999999999999999,56.86,Medium,True,True,False,0.4505524,0.04505524,0.5686,0.49,0.993,0.0999999999999999,51.73,Medium,False
CONT_001,2026-09-10 17:49:25.976526,Avocado,15.87,100.0,0.23,WARNING,2026-09-10,17,49,5.0,13.0,85.0,95.0,2.87,5.0,0.5740000000000001,0.25,0.075,33.58,Medium,True,True,False,0.13733018333333333,0.013733018333333333,0.3358,0.5740000000000001,0.25,0.075,31.23,Medium,False
CONT_001,2026-09-10 17:49:34.216337,Avocado,-1.47,100.0,0.54,ANOMALY,2026-09-10,17,49,5.0,13.0,85.0,95.0,6.47,5.0,1.0,0.25,0.85,70.0,High,True,True,True,0.06700411666666667,0.006700411666666667,0.7,1.0,0.25,0.85,63.82,High,True
CONT_001,2026-09-10 17:49:38.236584,Avocado,5.84,90.04,0.19,NORMAL,2026-09-10,17,49,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.06709728333333334,0.006709728333333334,0.0,0.0,0.0,0.0,0.07,Low,False
CONT_001,2026-09-10 17:49:42.262421,Tomato,11.63,92.38,0.16,NORMAL,2026-09-10,17,49,10.0,12.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.033366650000000005,0.0033366650000000004,0.0,0.0,0.0,0.0,0.03,Low,False
CONT_001,2026-09-10 17:49:44.264420,Avocado,7.04,91.64,0.17,NORMAL,2026-09-10,17,49,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.43409633333333336,0.043409633333333336,0.0,0.0,0.0,0.0,0.43,Low,False
CONT_001,2026-09-10 17:50:10.310200,Avocado,11.87,90.84,0.11,NORMAL,2026-09-10,17,50,5.0,13.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.06675181666666667,0.006675181666666667,0.0,0.0,0.0,0.0,0.07,Low,False
CONT_001,2026-09-10 17:50:14.315309,Banana,13.24,91.14,0.19,NORMAL,2026-09-10,17,50,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,0.20188046666666667,0.020188046666666667,0.0,0.0,0.0,0.0,0.2,Low,False
CONT_001,2026-09-10 17:50:26.428137,Banana,13.39,88.34,0.07,NORMAL,2026-09-10,17,50,13.0,14.0,85.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False,False,2.0,0.2,0.0,0.0,0.0,0.0,2.0,Low,False
